11.544986, 0.001011
11.457569, 0.000997
11.457569, 0.000997
11.576801, 0.001016
11.646847, 0.001007
11.565421, 0.001002
11.565421, 0.001002
11.504799, 0.000996
11.534839, 0.000993
11.534839, 0.000993
11.571800, 0.000987
11.584499, 0.000986
11.584499, 0.000986
11.648588, 0.000997
11.652181, 0.000996
11.458729, 0.000989
11.458729, 0.000989
11.553574, 0.001019
11.526771, 0.001012
11.526771, 0.001012
11.458671, 0.000985
11.512831, 0.001006
11.512831, 0.001006
11.363916, 0.001000
11.492583, 0.000988
11.492583, 0.000988
11.493604, 0.000979
11.677141, 0.000995
11.580916, 0.000990
11.580916, 0.000990
11.484963, 0.000994
11.627968, 0.001015
11.627968, 0.001015
11.560876, 0.000993
11.581749, 0.001003
11.581749, 0.001003
