11991.583467, 0.803356
12267.206653, 0.774789
11948.352598, 0.809992
11459.568544, 0.834110
12018.217419, 0.820155
11504.626634, 0.809992
12445.231258, 0.780960
12350.641043, 0.771740
12350.641043, 0.771740
12836.700365, 0.765713
12569.231566, 0.774789
11945.458339, 0.806660
12245.093507, 0.774789
12335.699725, 0.774789
12335.699725, 0.774789
11877.920042, 0.806660
11919.538539, 0.787231
12256.476299, 0.800078
12327.758260, 0.780960
12327.758260, 0.780960
13193.033273, 0.726024
11477.645971, 0.813352
12975.150739, 0.756847
12104.381743, 0.806660
