35001.864494, 0.131708
37111.632509, 0.128412
37111.632509, 0.128412
35274.881877, 0.130803
36477.117453, 0.128956
36145.553360, 0.128498
36145.553360, 0.128498
35676.434118, 0.136364
35502.557608, 0.134601
35502.557608, 0.134601
37489.107208, 0.129120
37503.718032, 0.127283
35455.460427, 0.136474
37645.625016, 0.129255
34487.242255, 0.135307
36079.363712, 0.132519
36499.852594, 0.129462
36499.852594, 0.129462
36423.628602, 0.132007
37639.409100, 0.128665
36144.234273, 0.130525
36144.234273, 0.130525
